animal_type,category,suburb,date_range
Attack,Attack On A Person,DURACK,jan mar 2020
Cat,Wandering,BELLBOWRIE,jan mar 2020
Dog,Fencing Issues,ELLEN GROVE,jan mar 2020
Cat Trapping,Fox,WYNNUM WEST,jan mar 2020
Dog,Unregistered,COORPAROO,jan mar 2020
Attack,Not An Attack,STRETTON,jan mar 2020
Dog,Unregistered,CLAYFIELD,jan mar 2020
Attack,Not An Attack,BELLBOWRIE,jan mar 2020
Cat Trapping,Fox,SUNNYBANK HILLS,jan mar 2020
Attack,Attack On An Animal,SHERWOOD,jan mar 2020
Dog,Wandering,GEEBUNG,jan mar 2020
Dog,Wandering,CHERMSIDE,jan mar 2020
Attack,Menacing,TARRAGINDI,jan mar 2020
Dog,Fencing Issues,HOLLAND PARK,jan mar 2020
Dog,Unregistered,RED HILL,jan mar 2020
Dog,Unregistered,EIGHT MILE PLAINS,jan mar 2020
Dog,Too Many Animals,BRACKEN RIDGE,jan mar 2020
Attack,Attack On An Animal,BALD HILLS,jan mar 2020
Dog,Fencing Issues,VIRGINIA,jan mar 2020
Dog,Wandering,CHERMSIDE,jan mar 2020
Dog,Fencing Issues,TARRAGINDI,jan mar 2020
Dog,Unregistered,CLAYFIELD,jan mar 2020
Dog,Wandering,CHELMER,jan mar 2020
Dog,Wandering,STAFFORD HEIGHTS,jan mar 2020
Dog,Unregistered,VIRGINIA,jan mar 2020
Other Animal,Wandering,DARRA,jan mar 2020
Attack,Attack On An Animal,WYNNUM,jan mar 2020
Attack,Attack On An Animal,ROBERTSON,jan mar 2020
Dog,Wandering,YERONGA,jan mar 2020
Cat Trapping,Fox,PARKINSON,jan mar 2020
Attack,Attack On A Person,GORDON PARK,jan mar 2020
Attack,Attack On A Person,MANLY,jan mar 2020
Dog,Unregistered,LOTA,jan mar 2020
Dog,Unregistered,CALAMVALE,jan mar 2020
Other Animal,Fox,BELLBOWRIE,jan mar 2020
Dog,Wandering,MOUNT GRAVATT EAST,jan mar 2020
Dog,Wandering,MOUNT GRAVATT EAST,jan mar 2020
Other Animal,Nuisance Animal,SUNNYBANK,jan mar 2020
Dog,Unregistered,MOUNT GRAVATT EAST,jan mar 2020
Dog,Unregistered,THE GAP,jan mar 2020
Dog,Wandering,GEEBUNG,jan mar 2020
Dog,Wandering,WEST END,jan mar 2020
Attack,Attack On A Person,NUNDAH,jan mar 2020
Dog,Wandering,MOUNT COOT-THA,jan mar 2020
Other Animal,Fox,INDOOROOPILLY,jan mar 2020
Dog,Wandering,CHERMSIDE,jan mar 2020
Dog,Wandering,KHOLO,jan mar 2020
Other Animal,Nuisance Animal,INALA,jan mar 2020
Other Animal,Odour,ZILLMERE,jan mar 2020
Dog,Unregistered,SEVENTEEN MILE ROCKS,jan mar 2020
Dog,Wandering,CAMP HILL,jan mar 2020
Dog,Wandering,CAMP HILL,jan mar 2020
Dog,Too Many Animals,NA,jan mar 2020
Cat Trapping,Fox,CALAMVALE,jan mar 2020
Attack,Attack On A Person,OXLEY,jan mar 2020
Dog,Unregistered,CORINDA,jan mar 2020
Dog,Fencing Issues,FOREST LAKE,jan mar 2020
Cat Trapping,Fox,HAMILTON,jan mar 2020
Dog,Too Many Animals,ELLEN GROVE,jan mar 2020
Dog,Unregistered,SUNNYBANK HILLS,jan mar 2020
Dog,Unregistered,SUNNYBANK HILLS,jan mar 2020
Cat Trapping,Fox,FERNY GROVE,jan mar 2020
Other Animal,Nuisance Animal,STAFFORD HEIGHTS,jan mar 2020
Other Animal,Fox,TARRAGINDI,jan mar 2020
Cat Trapping,Fox,SUNNYBANK HILLS,jan mar 2020
Dog,Defecating In Public,HOLLAND PARK,jan mar 2020
Attack,Not An Attack,ALGESTER,jan mar 2020
Dog,Fencing Issues,KENMORE,jan mar 2020
Attack,Attack On An Animal,CHERMSIDE WEST,jan mar 2020
Other Animal,Fox,MOGGILL,jan mar 2020
Attack,Menacing,NUNDAH,jan mar 2020
Dog,Unregistered,CORINDA,jan mar 2020
Dog,Unregistered,COOPERS PLAINS,jan mar 2020
Dog,Fencing Issues,TINGALPA,jan mar 2020
Dog,Fencing Issues,TINGALPA,jan mar 2020
Dog,Fencing Issues,TINGALPA,jan mar 2020
Dog,Defecating In Public,WOOLLOONGABBA,jan mar 2020
Dog,Odour,FORTITUDE VALLEY,jan mar 2020
Cat Trapping,Fox,ANNERLEY,jan mar 2020
Dog,Unregistered,KEDRON,jan mar 2020
Dog,Unregistered,NEW FARM,jan mar 2020
Attack,Attack On An Animal,INALA,jan mar 2020
Attack,Attack On A Person,BANYO,jan mar 2020
Cat Trapping,Fox,PARKINSON,jan mar 2020
Other Animal,Wild Dog,UPPER BROOKFIELD,jan mar 2020
Dog,Fencing Issues,BRACKEN RIDGE,jan mar 2020
Dog,Fencing Issues,MOUNT GRAVATT EAST,jan mar 2020
Dog,Unregistered,CARINDALE,jan mar 2020
Attack,Attack On An Animal,BARDON,jan mar 2020
Attack,Attack On A Person,TINGALPA,jan mar 2020
Attack,Attack On An Animal,FOREST LAKE,jan mar 2020
Dog,Unregistered,JAMBOREE HEIGHTS,jan mar 2020
Cat,Wandering,HOLLAND PARK WEST,jan mar 2020
Dog,Fencing Issues,ZILLMERE,jan mar 2020
Dog,Fencing Issues,ZILLMERE,jan mar 2020
Attack,Attack On An Animal,INDOOROOPILLY,jan mar 2020
Dog,Unregistered,ACACIA RIDGE,jan mar 2020
Cat,Wandering,FOREST LAKE,jan mar 2020
Other Animal,Deer,KENMORE HILLS,jan mar 2020
Attack,Attack On An Animal,ZILLMERE,jan mar 2020
Dog,Unregistered,ALGESTER,jan mar 2020
Attack,Menacing,CLAYFIELD,jan mar 2020
Other Animal,Nuisance Animal,INALA,jan mar 2020
Dog,Wandering,MOUNT COOT-THA,jan mar 2020
Cat,Wandering,MOUNT GRAVATT EAST,jan mar 2020
Dog,Fencing Issues,INALA,jan mar 2020
Attack,Attack On A Person,COORPAROO,jan mar 2020
Dog,Fencing Issues,STAFFORD HEIGHTS,jan mar 2020
Dog,Too Many Animals,WYNNUM,jan mar 2020
Other Animal,Odour,STAFFORD HEIGHTS,jan mar 2020
Dog,Unregistered,FOREST LAKE,jan mar 2020
Dog,Unregistered,CLAYFIELD,jan mar 2020
Dog,Fencing Issues,ACACIA RIDGE,jan mar 2020
Cat,Wandering,HOLLAND PARK WEST,jan mar 2020
Attack,Not An Attack,CAMP HILL,jan mar 2020
Dog,Fencing Issues,RED HILL,jan mar 2020
Other Animal,Fox,NUNDAH,jan mar 2020
Attack,Attack On An Animal,MOOROOKA,jan mar 2020
Attack,Attack On An Animal,GREENSLOPES,jan mar 2020
Dog,Fencing Issues,STAFFORD,jan mar 2020
Cat,Wandering,HERSTON,jan mar 2020
Cat,Wandering,HERSTON,jan mar 2020
Attack,Menacing,ENOGGERA,jan mar 2020
Cat Trapping,Fox,CALAMVALE,jan mar 2020
Cat,Wandering,SUNNYBANK HILLS,jan mar 2020
Dog,Wandering,YERONGA,jan mar 2020
Attack,Not An Attack,PADDINGTON,jan mar 2020
Attack,Attack On A Person,ZILLMERE,jan mar 2020
Dog,Unregistered,BURBANK,jan mar 2020
Other Animal,Pest / Feral Animal,SUNNYBANK HILLS,jan mar 2020
Cat Trapping,Fox,YERONGA,jan mar 2020
Other Animal,Fox,CARSELDINE,jan mar 2020
Attack,Fox,UPPER KEDRON,jan mar 2020
Other Animal,Nuisance Animal,INALA,jan mar 2020
Dog,Wandering,GORDON PARK,jan mar 2020
Cat Trapping,Fox,RED HILL,jan mar 2020
Dog,Too Many Animals,MOUNT GRAVATT EAST,jan mar 2020
Dog,Fencing Issues,MORNINGSIDE,jan mar 2020
Dog,Wandering,YERONGA,jan mar 2020
Dog,Too Many Animals,FERNY GROVE,jan mar 2020
Attack,Attack On A Person,WAVELL HEIGHTS,jan mar 2020
Attack,Attack On An Animal,STRETTON,jan mar 2020
Dog,Fencing Issues,MCDOWALL,jan mar 2020
Other Animal,Pest / Feral Animal,DURACK,jan mar 2020
Dog,Fencing Issues,MACGREGOR,jan mar 2020
Cat,Wandering,ACACIA RIDGE,jan mar 2020
Dog,Wandering,HOLLAND PARK WEST,jan mar 2020
Dog,Unregistered,RICHLANDS,jan mar 2020
Cat Trapping,Fox,NUNDAH,jan mar 2020
Cat Trapping,Fox,TARRAGINDI,jan mar 2020
Cat Trapping,Fox,MANSFIELD,jan mar 2020
Attack,Attack On An Animal,CARINDALE,jan mar 2020
Dog,Too Many Animals,KEPERRA,jan mar 2020
Dog,Wandering,MOUNT COOT-THA,jan mar 2020
Other Animal,Nuisance Animal,SALISBURY,jan mar 2020
Cat Trapping,Fox,OXLEY,jan mar 2020
Dog,Fencing Issues,STAFFORD HEIGHTS,jan mar 2020
Cat,Wandering,BRACKEN RIDGE,jan mar 2020
Dog,Fencing Issues,BULIMBA,jan mar 2020
Dog,Wandering,WYNNUM,jan mar 2020
Attack,Attack On An Animal,ACACIA RIDGE,jan mar 2020
Dog,Wandering,NEWMARKET,jan mar 2020
Dog,Fencing Issues,DEAGON,jan mar 2020
Attack,Attack On A Person,MANSFIELD,jan mar 2020
Attack,Attack On An Animal,STAFFORD HEIGHTS,jan mar 2020
Dog,Unregistered,NA,jan mar 2020
Dog,Too Many Animals,NORTHGATE,jan mar 2020
Other Animal,Nuisance Animal,EIGHT MILE PLAINS,jan mar 2020
Other Animal,Wandering,CARINA,jan mar 2020
Attack,Attack On A Person,NUDGEE BEACH,jan mar 2020
Dog,Wandering,CAMP HILL,jan mar 2020
Dog,Unregistered,CARINA,jan mar 2020
Dog,Unregistered,KEPERRA,jan mar 2020
Dog,Fencing Issues,RICHLANDS,jan mar 2020
Cat Trapping,Fox,SUNNYBANK HILLS,jan mar 2020
Dog,Unregistered,EAST BRISBANE,jan mar 2020
Dog,Wandering,YERONGA,jan mar 2020
Attack,Not An Attack,MCDOWALL,jan mar 2020
Other Animal,Fox,GUMDALE,jan mar 2020
Cat Trapping,Fox,DUTTON PARK,jan mar 2020
Dog,Fencing Issues,GRACEVILLE,jan mar 2020
Dog,Wandering,VIRGINIA,jan mar 2020
Cat,Wandering,CHERMSIDE,jan mar 2020
Other Animal,Fox,THE GAP,jan mar 2020
Attack,Not An Attack,MOUNT GRAVATT EAST,jan mar 2020
Attack,Attack On A Person,INALA,jan mar 2020
Other Animal,Fox,MOUNT GRAVATT,jan mar 2020
Dog,Unregistered,ACACIA RIDGE,jan mar 2020
Other Animal,Unregistered,BRACKEN RIDGE,jan mar 2020
Other Animal,Fencing Issues,GORDON PARK,jan mar 2020
Cat Trapping,Fox,EAST BRISBANE,jan mar 2020
Cat Trapping,Fox,INALA,jan mar 2020
Cat,Wandering,CORINDA,jan mar 2020
Dog,Unregistered,ZILLMERE,jan mar 2020
Dog,Defecating In Public,MANLY,jan mar 2020
Dog,Wandering,WYNNUM WEST,jan mar 2020
Dog,Fencing Issues,SUNNYBANK HILLS,jan mar 2020
Attack,Attack On An Animal,SALISBURY,jan mar 2020
Dog,Wandering,CHERMSIDE,jan mar 2020
Attack,Not An Attack,ASPLEY,jan mar 2020
Dog,Unregistered,BOWEN HILLS,jan mar 2020
Dog,Wandering,ASHGROVE,jan mar 2020
Cat,Wandering,EIGHT MILE PLAINS,jan mar 2020
Attack,Attack On An Animal,COOPERS PLAINS,jan mar 2020
Dog,Fencing Issues,BULIMBA,jan mar 2020
Dog,Wandering,MOUNT COOT-THA,jan mar 2020
Attack,Attack On An Animal,MITCHELTON,jan mar 2020
Dog,Wandering,KANGAROO POINT,jan mar 2020
Dog,Wandering,BOONDALL,jan mar 2020
Other Animal,Fox,"NATHAN",jan mar 2020
Other Animal,Pest / Feral Animal,INALA,jan mar 2020
Cat,Wandering,EAST BRISBANE,jan mar 2020
Dog,Unregistered,ARCHERFIELD,jan mar 2020
Other Animal,Pest / Feral Animal,INALA,jan mar 2020
Attack,Attack On A Person,NUNDAH,jan mar 2020
Dog,Wandering,EVERTON PARK,jan mar 2020
Attack,Attack On An Animal,KALINGA,jan mar 2020
Dog,Fencing Issues,CHERMSIDE WEST,jan mar 2020
Cat Trapping,Fox,ENOGGERA,jan mar 2020
Other Animal,Unregistered,BRACKEN RIDGE,jan mar 2020
Cat,Wandering,WESTLAKE,jan mar 2020
Dog,Unregistered,NA,jan mar 2020
Attack,Dangerous,INALA,jan mar 2020
Attack,Attack On A Person,HOLLAND PARK,jan mar 2020
Dog,Unregistered,NA,jan mar 2020
Dog,Odour,MOUNT GRAVATT EAST,jan mar 2020
Dog,Too Many Animals,NORTHGATE,jan mar 2020
Dog,Unregistered,NORTHGATE,jan mar 2020
Attack,Menacing,UPPER KEDRON,jan mar 2020
Attack,Attack On An Animal,ENOGGERA,jan mar 2020
Dog,Wandering,EVERTON PARK,jan mar 2020
Cat,Wandering,BRACKEN RIDGE,jan mar 2020
Dog,Fencing Issues,INALA,jan mar 2020
Other Animal,Fencing Issues,GORDON PARK,jan mar 2020
Other Animal,Odour,INALA,oct dec 2019
Other Animal,Insufficient Space,GORDON PARK,oct dec 2019
Cat Trapping,Fox,CAMP HILL,oct dec 2019
Dog,Fencing Issues,ALGESTER,oct dec 2019
Dog,Wandering,KEPERRA,oct dec 2019
Dog,Wandering,WOOLLOONGABBA,oct dec 2019
Attack,Attack On A Person,BRIGHTON,oct dec 2019
Other Animal,Deer,KENMORE HILLS,oct dec 2019
Dog,Odour,MITCHELTON,oct dec 2019
Dog,Wandering,BRISBANE CITY,oct dec 2019
Dog,Wandering,HAWTHORNE,oct dec 2019
Dog,Unregistered,NORMAN PARK,oct dec 2019
Other Animal,Odour,BALD HILLS,oct dec 2019
Cat Trapping,Fox,WOOLOOWIN,oct dec 2019
Dog,Fox,GREENSLOPES,oct dec 2019
Cat Trapping,Fox,EIGHT MILE PLAINS,oct dec 2019
Attack,Menacing,WAVELL HEIGHTS,oct dec 2019
Cat,Wandering,FERNY GROVE,oct dec 2019
Attack,Attack On An Animal,MOUNT GRAVATT EAST,oct dec 2019
Attack,Attack On A Person,CHERMSIDE,oct dec 2019
Attack,Attack On A Person,FOREST LAKE,oct dec 2019
Attack,Attack On A Person,CALAMVALE,oct dec 2019
Attack,Attack On An Animal,THE GAP,oct dec 2019
Dog,Wandering,AUCHENFLOWER,oct dec 2019
Dog,Wandering,KEPERRA,oct dec 2019
Other Animal,Fox,MOGGILL,oct dec 2019
Other Animal,Fox,TARRAGINDI,oct dec 2019
Dog,Too Many Animals,ROCHEDALE,oct dec 2019
Dog,Wandering,BALD HILLS,oct dec 2019
Other Animal,Deer,ROCKLEA,oct dec 2019
Cat Trapping,Fox,BRIDGEMAN DOWNS,oct dec 2019
Other Animal,Wandering,DARRA,oct dec 2019
Dog,Too Many Animals,TARRAGINDI,oct dec 2019
Dog,Too Many Animals,TARRAGINDI,oct dec 2019
Dog,Too Many Animals,TARRAGINDI,oct dec 2019
Dog,Too Many Animals,TARRAGINDI,oct dec 2019
Dog,Wandering,STAFFORD,oct dec 2019
Other Animal,Fox,BOONDALL,oct dec 2019
Cat Trapping,Fox,MANLY,oct dec 2019
Other Animal,Nuisance Animal,DUTTON PARK,oct dec 2019
Dog,Wandering,CANNON HILL,oct dec 2019
Dog,Unregistered,DURACK,oct dec 2019
Dog,Wandering,BRIDGEMAN DOWNS,oct dec 2019
Dog,Wandering,CHERMSIDE,oct dec 2019
Dog,Wandering,MCDOWALL,oct dec 2019
Dog,Unregistered,CARINA,oct dec 2019
Other Animal,Fox,BOONDALL,oct dec 2019
Attack,Attack On An Animal,MANLY,oct dec 2019
Attack,Attack On A Person,UPPER MOUNT GRAVATT,oct dec 2019
Dog,Odour,MOUNT GRAVATT EAST,oct dec 2019
Other Animal,Fox,"NATHAN",oct dec 2019
Dog,Too Many Animals,MOOROOKA,oct dec 2019
Attack,Attack On A Person,INALA,oct dec 2019
Dog,Wandering,EVERTON PARK,oct dec 2019
Dog,Fencing Issues,UPPER KEDRON,oct dec 2019
Cat Trapping,Fox,CLAYFIELD,oct dec 2019
Dog,Unregistered,EVERTON PARK,oct dec 2019
Cat Trapping,Fox,CARINDALE,oct dec 2019
Dog,Fencing Issues,MANSFIELD,oct dec 2019
Attack,Not An Attack,UPPER MOUNT GRAVATT,oct dec 2019
Attack,Attack On A Person,STAFFORD HEIGHTS,oct dec 2019
Cat Trapping,Fox,FOREST LAKE,oct dec 2019
Cat,Wandering,HOLLAND PARK WEST,oct dec 2019
Other Animal,Unregistered,ACACIA RIDGE,oct dec 2019
Attack,Attack On An Animal,INALA,oct dec 2019
Attack,Attack On A Person,VIRGINIA,oct dec 2019
Other Animal,Pest / Feral Animal,MITCHELTON,oct dec 2019
Dog,Too Many Animals,LUTWYCHE,oct dec 2019
Attack,Menacing,NUNDAH,oct dec 2019
Dog,Odour,UPPER KEDRON,oct dec 2019
Other Animal,Fox,SEVENTEEN MILE ROCKS,oct dec 2019
Cat,Wandering,STAFFORD,oct dec 2019
Dog,Wandering,BELMONT,oct dec 2019
Dog,Defecating In Public,CARINA,oct dec 2019
Attack,Not An Attack,FITZGIBBON,oct dec 2019
Attack,Attack On An Animal,MANLY WEST,oct dec 2019
Attack,Attack On An Animal,CARINA,oct dec 2019
Dog,Defecating In Public,NEWMARKET,oct dec 2019
Cat Trapping,Fox,UPPER BROOKFIELD,oct dec 2019
Cat Trapping,Fox,MITCHELTON,oct dec 2019
Dog,Fencing Issues,MURARRIE,oct dec 2019
Other Animal,Fox,CHANDLER,oct dec 2019
Dog,Wandering,MCDOWALL,oct dec 2019
Cat,Wandering,FITZGIBBON,oct dec 2019
Dog,Defecating In Public,NEWMARKET,oct dec 2019
Dog,Fencing Issues,INALA,oct dec 2019
Attack,Not An Attack,SUNNYBANK HILLS,oct dec 2019
Cat Trapping,Fox,SUNNYBANK,oct dec 2019
Attack,Attack On An Animal,INALA,oct dec 2019
Attack,Attack On An Animal,BULIMBA,oct dec 2019
Dog,Too Many Animals,RUNCORN,oct dec 2019
Other Animal,Fox,SEVEN HILLS,oct dec 2019
Dog,Too Many Animals,CARINA,oct dec 2019
Dog,Fencing Issues,PINKENBA,oct dec 2019
Attack,Attack On A Person,SUNNYBANK HILLS,oct dec 2019
Cat,Wandering,STAFFORD HEIGHTS,oct dec 2019
Dog,Fencing Issues,MOUNT GRAVATT,oct dec 2019
Attack,Not An Attack,KEPERRA,oct dec 2019
Attack,Attack On An Animal,ELLEN GROVE,oct dec 2019
Dog,Wandering,ZILLMERE,oct dec 2019
Dog,Wandering,BELMONT,oct dec 2019
Dog,Wandering,KANGAROO POINT,oct dec 2019
Dog,Wandering,GREENSLOPES,oct dec 2019
Other Animal,Fox,CHANDLER,oct dec 2019
Other Animal,Wild Dog,MOGGILL,oct dec 2019
Attack,Not An Attack,FIG TREE POCKET,oct dec 2019
Attack,Attack On An Animal,WAVELL HEIGHTS,oct dec 2019
Dog,Fencing Issues,GAYTHORNE,oct dec 2019
Dog,Fencing Issues,GAYTHORNE,oct dec 2019
Attack,Attack On A Person,MITCHELTON,oct dec 2019
Dog,Wandering,PULLENVALE,oct dec 2019
Dog,Too Many Animals,SUNNYBANK,oct dec 2019
Attack,Attack On A Person,COORPAROO,oct dec 2019
Other Animal,Nuisance Animal,PULLENVALE,oct dec 2019
Dog,Wandering,CAMP HILL,oct dec 2019
Dog,Odour,BARDON,oct dec 2019
Other Animal,Fox,BURBANK,oct dec 2019
Attack,Attack On A Person,KEPERRA,oct dec 2019
Other Animal,Nuisance Animal,EIGHT MILE PLAINS,oct dec 2019
Attack,Attack On An Animal,RUNCORN,oct dec 2019
Attack,Attack On A Person,CARINA HEIGHTS,oct dec 2019
Other Animal,Nuisance Animal,INALA,oct dec 2019
Dog,Odour,WAVELL HEIGHTS,oct dec 2019
Dog,Wandering,STAFFORD HEIGHTS,oct dec 2019
Other Animal,Nuisance Animal,STRETTON,oct dec 2019
Dog,Unregistered,NA,oct dec 2019
Other Animal,Fox,HOLLAND PARK WEST,oct dec 2019
Attack,Attack On An Animal,INALA,oct dec 2019
Dog,Unregistered,MOOROOKA,oct dec 2019
Dog,Wandering,SALISBURY,oct dec 2019
Dog,Fencing Issues,BRACKEN RIDGE,oct dec 2019
Cat Trapping,Fox,MANLY WEST,oct dec 2019
Attack,Attack On An Animal,MANLY WEST,oct dec 2019
Attack,Attack On An Animal,INALA,oct dec 2019
Dog,Unregistered,NA,oct dec 2019
Dog,Unregistered,NA,oct dec 2019
Other Animal,Fencing Issues,CARINA HEIGHTS,oct dec 2019
Dog,Wandering,VIRGINIA,oct dec 2019
Other Animal,Deer,PULLENVALE,oct dec 2019
Other Animal,Nuisance Animal,KEPERRA,oct dec 2019
Dog,Fencing Issues,INDOOROOPILLY,oct dec 2019
Attack,Attack On An Animal,EVERTON PARK,oct dec 2019
Cat Trapping,Fox,MANLY,oct dec 2019
Dog,Fencing Issues,ANSTEAD,oct dec 2019
Dog,Wandering,MOUNT COOT-THA,oct dec 2019
Dog,Fencing Issues,CARINA HEIGHTS,oct dec 2019
Other Animal,Wild Dog,KHOLO,oct dec 2019
Attack,Not An Attack,ZILLMERE,oct dec 2019
Dog,Unregistered,NA,oct dec 2019
Attack,Attack On A Person,NUNDAH,oct dec 2019
Attack,Menacing,BRACKEN RIDGE,oct dec 2019
Cat Trapping,Fox,ROBERTSON,oct dec 2019
Dog,Fencing Issues,EVERTON PARK,oct dec 2019
Dog,Unregistered,BOONDALL,oct dec 2019
Dog,Wandering,MOUNT COOT-THA,oct dec 2019
Cat,Wandering,STAFFORD HEIGHTS,oct dec 2019
Dog,Defecating In Public,NEWMARKET,oct dec 2019
Dog,Defecating In Public,NEWMARKET,oct dec 2019
Dog,Wandering,NEWMARKET,oct dec 2019
Dog,Defecating In Public,NUNDAH,oct dec 2019
Attack,Attack On A Person,CARINDALE,oct dec 2019
Cat,Wandering,ROCHEDALE,oct dec 2019
Dog,Odour,MORNINGSIDE,oct dec 2019
Dog,Fencing Issues,TARRAGINDI,oct dec 2019
Attack,Attack On An Animal,SEVENTEEN MILE ROCKS,oct dec 2019
Cat,Wandering,BRACKEN RIDGE,oct dec 2019
Dog,Defecating In Public,ENOGGERA,oct dec 2019
Attack,Not An Attack,SUNNYBANK HILLS,oct dec 2019
Other Animal,Nuisance Animal,SUNNYBANK HILLS,oct dec 2019
Other Animal,Fox,MORNINGSIDE,oct dec 2019
Cat Trapping,Fox,WOOLLOONGABBA,oct dec 2019
Other Animal,Wild Dog,MOGGILL,oct dec 2019
Attack,Fencing Issues,KENMORE HILLS,oct dec 2019
Attack,Attack On An Animal,MACKENZIE,oct dec 2019
Attack,Attack On An Animal,MITCHELTON,oct dec 2019
Dog,Unregistered,NA,oct dec 2019
Dog,Fencing Issues,INALA,oct dec 2019
Cat Trapping,Fox,MOUNT GRAVATT EAST,oct dec 2019
Attack,Attack On A Person,MOUNT GRAVATT EAST,oct dec 2019
Other Animal,Pest / Feral Animal,MOGGILL,oct dec 2019
Dog,Wandering,WYNNUM WEST,oct dec 2019
Other Animal,Nuisance Animal,BALD HILLS,oct dec 2019
Other Animal,Fox,CAMP HILL,oct dec 2019
Dog,Wandering,SANDGATE,oct dec 2019
Attack,Attack On A Person,TARRAGINDI,oct dec 2019
Other Animal,Deer,JINDALEE,oct dec 2019
Cat,Wandering,KEPERRA,oct dec 2019
Other Animal,Fox,SEVEN HILLS,oct dec 2019
Dog,Fencing Issues,STAFFORD,oct dec 2019
Dog,Wandering,BARDON,oct dec 2019
Attack,Attack On A Person,CHERMSIDE,oct dec 2019
Cat Trapping,Fox,BRIDGEMAN DOWNS,oct dec 2019
Cat Trapping,Fox,BRIDGEMAN DOWNS,oct dec 2019
Other Animal,Fox,STRETTON,oct dec 2019
Other Animal,Wild Dog,MOUNT COOT-THA,oct dec 2019
Attack,Attack On A Person,FERNY GROVE,oct dec 2019
Dog,Fencing Issues,FOREST LAKE,oct dec 2019
Attack,Attack On An Animal,SHERWOOD,oct dec 2019
Dog,Fencing Issues,NORTHGATE,oct dec 2019
Other Animal,Nuisance Animal,ROCKLEA,oct dec 2019
Other Animal,Nuisance Animal,EIGHT MILE PLAINS,oct dec 2019
Attack,Attack On An Animal,KELVIN GROVE,oct dec 2019
Cat,Fox,BRISBANE CITY,oct dec 2019
Dog,Wandering,MCDOWALL,oct dec 2019
Cat Trapping,Fox,DARRA,oct dec 2019
Cat,Wandering,DUTTON PARK,oct dec 2019
Dog,Fencing Issues,SUNNYBANK HILLS,oct dec 2019
Dog,Fencing Issues,INALA,oct dec 2019
Attack,Attack On A Person,MACGREGOR,oct dec 2019
Cat Trapping,Fox,STAFFORD HEIGHTS,oct dec 2019
Dog,Wandering,WAVELL HEIGHTS,oct dec 2019
Cat Trapping,Fox,BOWEN HILLS,oct dec 2019
Dog,Wandering,MILTON,oct dec 2019
Dog,Fencing Issues,SPRING HILL,oct dec 2019
Dog,Fencing Issues,SPRING HILL,oct dec 2019
Dog,Unregistered,FOREST LAKE,oct dec 2019
Other Animal,Nuisance Animal,INALA,oct dec 2019
Attack,Menacing,SUNNYBANK HILLS,oct dec 2019
Dog,Wandering,OXLEY,oct dec 2019
Dog,Fencing Issues,BALD HILLS,oct dec 2019
Other Animal,Fox,SEVEN HILLS,oct dec 2019
Other Animal,Insufficient Space,KEDRON,oct dec 2019
Attack,Attack On An Animal,FITZGIBBON,oct dec 2019
Dog,Wandering,HAMILTON,oct dec 2019
Dog,Wandering,ASCOT,oct dec 2019
Cat Trapping,Fox,ALDERLEY,oct dec 2019
Other Animal,Insufficient Space,KELVIN GROVE,oct dec 2019
Other Animal,Fox,HEATHWOOD,oct dec 2019
Attack,Menacing,NORTHGATE,oct dec 2019
Other Animal,Fox,HEATHWOOD,oct dec 2019
Other Animal,Fox,HEATHWOOD,oct dec 2019
Dog,Wandering,BULIMBA,oct dec 2019
Dog,Fencing Issues,TARRAGINDI,oct dec 2019
Dog,Fencing Issues,NUNDAH,oct dec 2019
Attack,Menacing,MOUNT GRAVATT EAST,oct dec 2019
Other Animal,Fox,BRISBANE AIRPORT,oct dec 2019
Cat,Wandering,MOUNT OMMANEY,oct dec 2019
Cat,Wandering,AUCHENFLOWER,oct dec 2019
Dog,Fencing Issues,KEPERRA,oct dec 2019
Dog,Fencing Issues,TINGALPA,oct dec 2019
Attack,Attack On An Animal,WOOLLOONGABBA,oct dec 2019
Other Animal,Fox,ROCKLEA,oct dec 2019
Other Animal,Fox,BOONDALL,oct dec 2019
Other Animal,Nuisance Animal,GRACEVILLE,oct dec 2019
Cat,Fox,WYNNUM,oct dec 2019
Attack,Not An Attack,HOLLAND PARK,oct dec 2019
Other Animal,Insufficient Space,PARKINSON,oct dec 2019
Attack,Attack On An Animal,HERSTON,oct dec 2019
Other Animal,Fox,ROCKLEA,oct dec 2019
Other Animal,Fox,WAVELL HEIGHTS,oct dec 2019
Other Animal,Deer,PULLENVALE,oct dec 2019
Attack,Attack On A Person,CALAMVALE,oct dec 2019
Attack,Not An Attack,FOREST LAKE,oct dec 2019
Attack,Attack On A Person,SUNNYBANK HILLS,oct dec 2019
Cat,Wandering,ST LUCIA,oct dec 2019
Dog,Unregistered,ACACIA RIDGE,oct dec 2019
Attack,Attack On An Animal,SOUTH BRISBANE,oct dec 2019
Attack,Not An Attack,SOUTH BRISBANE,oct dec 2019
Dog,Wandering,SOUTH BRISBANE,oct dec 2019
Other Animal,Deer,PULLENVALE,oct dec 2019
Dog,Wandering,WAKERLEY,oct dec 2019
Dog,Unregistered,NA,oct dec 2019
Cat Trapping,Fox,ZILLMERE,oct dec 2019
Dog,Odour,DUTTON PARK,oct dec 2019
Dog,Wandering,RUNCORN,oct dec 2019
Dog,Fencing Issues,KENMORE,oct dec 2019
Cat,Wandering,CARINDALE,oct dec 2019
Attack,Attack On A Person,WYNNUM WEST,oct dec 2019
