animal_type,category,suburb,total
Other Animal,Fox,FIG TREE POCKET,25
Other Animal,Fox,FITZGIBBON,5
Other Animal,Fox,FOREST LAKE,12
Other Animal,Fox,GAYTHORNE,1
Other Animal,Fox,GEEBUNG,21
Other Animal,Fox,GORDON PARK,1
Other Animal,Fox,GRACEVILLE,8
Other Animal,Fox,GREENSLOPES,9
Other Animal,Fox,GUMDALE,49
Other Animal,Fox,HAMILTON,2
Other Animal,Fox,HAWTHORNE,2
Other Animal,Fox,HEATHWOOD,6
Other Animal,Fox,HEMMANT,5
Other Animal,Fox,HENDRA,1
Other Animal,Fox,HERSTON,2
Other Animal,Fox,HIGHGATE HILL,2
Other Animal,Fox,HOLLAND PARK,16
Other Animal,Fox,HOLLAND PARK WEST,27
Other Animal,Fox,INALA,10
Other Animal,Fox,INDOOROOPILLY,16
Other Animal,Fox,JAMBOREE HEIGHTS,4
Other Animal,Fox,JINDALEE,5
Other Animal,Fox,KALINGA,4
Other Animal,Fox,KARANA DOWNS,62
Other Animal,Fox,KARAWATHA,8
Other Animal,Fox,KEDRON,10
Other Animal,Fox,KENMORE,10
Other Animal,Fox,KENMORE HILLS,9
Other Animal,Fox,KEPERRA,11
Other Animal,Fox,KHOLO,31
Other Animal,Fox,KURABY,5
Other Animal,Fox,LAKE MANCHESTER,2
Other Animal,Fox,LOTA,10
Other Animal,Fox,LYTTON,2
Other Animal,Fox,MACGREGOR,13
Other Animal,Fox,MACKENZIE,7
Other Animal,Fox,MANLY,7
Other Animal,Fox,MANLY WEST,20
Other Animal,Fox,MANSFIELD,10
Other Animal,Fox,MCDOWALL,1
Other Animal,Fox,MIDDLE PARK,2
Other Animal,Fox,MITCHELTON,2
Other Animal,Fox,MOGGILL,37
Other Animal,Fox,MOOROOKA,25
Other Animal,Fox,MORNINGSIDE,32
Other Animal,Fox,MOUNT COOT-THA,8
Other Animal,Fox,MOUNT CROSBY,30
Other Animal,Fox,MOUNT GRAVATT,21
Other Animal,Fox,MOUNT GRAVATT EAST,24
Other Animal,Fox,MOUNT OMMANEY,16
Other Animal,Fox,MURARRIE,11
Other Animal,Fox,"NATHAN",26
Other Animal,Fox,NEWMARKET,1
Other Animal,Fox,NORMAN PARK,7
Other Animal,Fox,NUDGEE,5
Other Animal,Fox,NUDGEE BEACH,2
Other Animal,Fox,NUNDAH,6
Other Animal,Fox,OXLEY,14
Other Animal,Fox,PADDINGTON,3
Other Animal,Fox,PALLARA,5
Other Animal,Fox,PARKINSON,2
Other Animal,Fox,PINJARRA HILLS,19
Other Animal,Fox,PINKENBA,1
Other Animal,Fox,PORT OF BRISBANE,3
Other Animal,Fox,PULLENVALE,67
Other Animal,Fox,RANSOME,15
Other Animal,Fox,RED HILL,15
Other Animal,Fox,RICHLANDS,8
Other Animal,Fox,RIVERHILLS,21
Other Animal,Fox,ROBERTSON,4
Other Animal,Fox,ROCHEDALE,15
Other Animal,Fox,ROCKLEA,19
Other Animal,Fox,RUNCORN,16
Other Animal,Fox,SALISBURY,20
Other Animal,Fox,SANDGATE,13
Other Animal,Fox,SEVEN HILLS,25
Other Animal,Fox,SEVENTEEN MILE ROCKS,7
Other Animal,Fox,SHERWOOD,8
Other Animal,Fox,SHORNCLIFFE,1
Other Animal,Fox,SINNAMON PARK,3
Other Animal,Fox,SOUTH BRISBANE,1
Other Animal,Fox,SPRING HILL,1
Other Animal,Fox,ST LUCIA,4
Other Animal,Fox,STAFFORD,2
Other Animal,Fox,STRETTON,6
Other Animal,Fox,SUMNER,9
Other Animal,Fox,SUNNYBANK,6
Other Animal,Fox,SUNNYBANK HILLS,4
Other Animal,Fox,TAIGUM,5
Other Animal,Fox,TARINGA,2
Other Animal,Fox,TARRAGINDI,37
Other Animal,Fox,TENNYSON,6
Other Animal,Fox,THE GAP,40
Other Animal,Fox,TINGALPA,17
Other Animal,Fox,TOOWONG,2
Other Animal,Fox,UPPER BROOKFIELD,42
Other Animal,Fox,UPPER KEDRON,8
Other Animal,Fox,UPPER MOUNT GRAVATT,14
Other Animal,Fox,VIRGINIA,2
Other Animal,Fox,WACOL,8
Other Animal,Fox,WAKERLEY,20
Other Animal,Fox,WAVELL HEIGHTS,11
Other Animal,Fox,WEST END,2
Other Animal,Fox,WESTLAKE,2
Other Animal,Fox,WILLAWONG,17
Other Animal,Fox,WILSTON,2
Other Animal,Fox,WINDSOR,2
Other Animal,Fox,WISHART,7
Other Animal,Fox,WOOLLOONGABBA,3
Other Animal,Fox,WYNNUM,17
Other Animal,Fox,WYNNUM WEST,13
Other Animal,Fox,YEERONGPILLY,2
Other Animal,Fox,YERONGA,15
Other Animal,Fox,ZILLMERE,2
Other Animal,Fox,NA,8
Other Animal,Insufficient Space,ACACIA RIDGE,1
Other Animal,Insufficient Space,ANSTEAD,1
Other Animal,Insufficient Space,AUCHENFLOWER,1
Other Animal,Insufficient Space,BALD HILLS,2
Other Animal,Insufficient Space,BARDON,1
Other Animal,Insufficient Space,BOONDALL,2
Other Animal,Insufficient Space,BRACKEN RIDGE,1
Other Animal,Insufficient Space,CARINA,1
Other Animal,Insufficient Space,CARSELDINE,1
Other Animal,Insufficient Space,COOPERS PLAINS,2
Other Animal,Insufficient Space,EAST BRISBANE,1
Other Animal,Insufficient Space,EIGHT MILE PLAINS,1
Other Animal,Insufficient Space,FITZGIBBON,1
Other Animal,Insufficient Space,GORDON PARK,1
Other Animal,Insufficient Space,KEDRON,3
Other Animal,Insufficient Space,KELVIN GROVE,1
Other Animal,Insufficient Space,MACGREGOR,1
Other Animal,Insufficient Space,MACKENZIE,1
Other Animal,Insufficient Space,MOOROOKA,1
Other Animal,Insufficient Space,MORNINGSIDE,1
Other Animal,Insufficient Space,NEW FARM,1
Other Animal,Insufficient Space,NEWMARKET,1
Other Animal,Insufficient Space,NORTHGATE,1
Other Animal,Insufficient Space,PARKINSON,2
Other Animal,Insufficient Space,SALISBURY,2
Other Animal,Insufficient Space,SUNNYBANK,2
Other Animal,Insufficient Space,WAVELL HEIGHTS,1
Other Animal,Insufficient Space,WEST END,1
Other Animal,Insufficient Space,YERONGA,1
Other Animal,Not An Attack,BRIGHTON,1
Other Animal,Nuisance Animal,ACACIA RIDGE,23
Other Animal,Nuisance Animal,ALBION,1
Other Animal,Nuisance Animal,ALGESTER,7
Other Animal,Nuisance Animal,ANNERLEY,4
Other Animal,Nuisance Animal,ANSTEAD,5
Other Animal,Nuisance Animal,ASCOT,6
Other Animal,Nuisance Animal,ASHGROVE,5
Other Animal,Nuisance Animal,ASPLEY,21
Other Animal,Nuisance Animal,AUCHENFLOWER,10
Other Animal,Nuisance Animal,BALD HILLS,7
Other Animal,Nuisance Animal,BALMORAL,1
Other Animal,Nuisance Animal,BANYO,13
Other Animal,Nuisance Animal,BARDON,6
Other Animal,Nuisance Animal,BELLBOWRIE,4
Other Animal,Nuisance Animal,BOONDALL,7
Other Animal,Nuisance Animal,BOWEN HILLS,6
Other Animal,Nuisance Animal,BRACKEN RIDGE,19
Other Animal,Nuisance Animal,BRIDGEMAN DOWNS,2
Other Animal,Nuisance Animal,BRIGHTON,12
Other Animal,Nuisance Animal,BRISBANE CITY,5
Other Animal,Nuisance Animal,BROOKFIELD,7
Other Animal,Nuisance Animal,BULIMBA,6
Other Animal,Nuisance Animal,BURBANK,1
Other Animal,Nuisance Animal,CALAMVALE,17
Other Animal,Nuisance Animal,CAMP HILL,5
Other Animal,Nuisance Animal,CANNON HILL,6
Other Animal,Nuisance Animal,CARINA,6
Other Animal,Nuisance Animal,CARINA HEIGHTS,7
Other Animal,Nuisance Animal,CARINDALE,12
Other Animal,Nuisance Animal,CARSELDINE,4
Other Animal,Nuisance Animal,CHANDLER,2
Other Animal,Nuisance Animal,CHAPEL HILL,5
Other Animal,Nuisance Animal,CHELMER,2
Other Animal,Nuisance Animal,CHERMSIDE,8
Other Animal,Nuisance Animal,CHERMSIDE WEST,7
Other Animal,Nuisance Animal,CLAYFIELD,6
Other Animal,Nuisance Animal,COOPERS PLAINS,4
Other Animal,Nuisance Animal,COORPAROO,4
Other Animal,Nuisance Animal,CORINDA,1
Other Animal,Nuisance Animal,DARRA,13
Other Animal,Nuisance Animal,DEAGON,6
Other Animal,Nuisance Animal,DOOLANDELLA,10
Other Animal,Nuisance Animal,DREWVALE,1
Other Animal,Nuisance Animal,DURACK,17
Other Animal,Nuisance Animal,DUTTON PARK,6
Other Animal,Nuisance Animal,EAST BRISBANE,2
Other Animal,Nuisance Animal,EIGHT MILE PLAINS,9
Other Animal,Nuisance Animal,ELLEN GROVE,12
Other Animal,Nuisance Animal,ENOGGERA,3
Other Animal,Nuisance Animal,EVERTON PARK,6
Other Animal,Nuisance Animal,FAIRFIELD,1
Other Animal,Nuisance Animal,FERNY GROVE,2
Other Animal,Nuisance Animal,FIG TREE POCKET,1
Other Animal,Nuisance Animal,FITZGIBBON,3
Other Animal,Nuisance Animal,FOREST LAKE,40
Other Animal,Nuisance Animal,FORTITUDE VALLEY,2
Other Animal,Nuisance Animal,GAYTHORNE,4
Other Animal,Nuisance Animal,GEEBUNG,3
Other Animal,Nuisance Animal,GORDON PARK,1
Other Animal,Nuisance Animal,GRACEVILLE,1
Other Animal,Nuisance Animal,GRANGE,1
Other Animal,Nuisance Animal,GREENSLOPES,1
Other Animal,Nuisance Animal,HAMILTON,1
Other Animal,Nuisance Animal,HAWTHORNE,3
Other Animal,Nuisance Animal,HEATHWOOD,4
Other Animal,Nuisance Animal,HEMMANT,1
Other Animal,Nuisance Animal,HENDRA,8
Other Animal,Nuisance Animal,HERSTON,2
Other Animal,Nuisance Animal,HIGHGATE HILL,9
Other Animal,Nuisance Animal,HOLLAND PARK,14
Other Animal,Nuisance Animal,HOLLAND PARK WEST,4
Other Animal,Nuisance Animal,INALA,68
Other Animal,Nuisance Animal,INDOOROOPILLY,8
Other Animal,Nuisance Animal,JAMBOREE HEIGHTS,3
Other Animal,Nuisance Animal,JINDALEE,5
Other Animal,Nuisance Animal,KALINGA,1
Other Animal,Nuisance Animal,KANGAROO POINT,2
Other Animal,Nuisance Animal,KARANA DOWNS,7
Other Animal,Nuisance Animal,KARAWATHA,2
Other Animal,Nuisance Animal,KEDRON,8
Other Animal,Nuisance Animal,KELVIN GROVE,1
Other Animal,Nuisance Animal,KENMORE,3
Other Animal,Nuisance Animal,KENMORE HILLS,3
Other Animal,Nuisance Animal,KEPERRA,16
Other Animal,Nuisance Animal,KHOLO,1
Other Animal,Nuisance Animal,KURABY,12
Other Animal,Nuisance Animal,LOTA,1
Other Animal,Nuisance Animal,MACGREGOR,3
Other Animal,Nuisance Animal,MACKENZIE,2
Other Animal,Nuisance Animal,MANLY,2
Other Animal,Nuisance Animal,MANLY WEST,8
Other Animal,Nuisance Animal,MANSFIELD,5
Other Animal,Nuisance Animal,MCDOWALL,3
Other Animal,Nuisance Animal,MILTON,1
Other Animal,Nuisance Animal,MITCHELTON,7
Other Animal,Nuisance Animal,MOGGILL,3
Other Animal,Nuisance Animal,MOOROOKA,6
Other Animal,Nuisance Animal,MORNINGSIDE,6
Other Animal,Nuisance Animal,MOUNT CROSBY,3
Other Animal,Nuisance Animal,MOUNT GRAVATT,5
Other Animal,Nuisance Animal,MOUNT GRAVATT EAST,16
Other Animal,Nuisance Animal,MOUNT OMMANEY,1
Other Animal,Nuisance Animal,MURARRIE,5
Other Animal,Nuisance Animal,NEW FARM,4
Other Animal,Nuisance Animal,NEWMARKET,1
Other Animal,Nuisance Animal,NORMAN PARK,4
Other Animal,Nuisance Animal,NORTHGATE,7
Other Animal,Nuisance Animal,NUDGEE,7
Other Animal,Nuisance Animal,NUDGEE BEACH,5
Other Animal,Nuisance Animal,NUNDAH,10
Other Animal,Nuisance Animal,OXLEY,9
Other Animal,Nuisance Animal,PADDINGTON,6
Other Animal,Nuisance Animal,PARKINSON,5
Other Animal,Nuisance Animal,PULLENVALE,5
Other Animal,Nuisance Animal,RANSOME,1
Other Animal,Nuisance Animal,RED HILL,5
Other Animal,Nuisance Animal,RICHLANDS,8
Other Animal,Nuisance Animal,RIVERHILLS,2
Other Animal,Nuisance Animal,ROBERTSON,2
Other Animal,Nuisance Animal,ROCHEDALE,6
Other Animal,Nuisance Animal,ROCKLEA,3
Other Animal,Nuisance Animal,RUNCORN,5
Other Animal,Nuisance Animal,SALISBURY,5
Other Animal,Nuisance Animal,SANDGATE,11
Other Animal,Nuisance Animal,SEVEN HILLS,11
Other Animal,Nuisance Animal,SHERWOOD,4
Other Animal,Nuisance Animal,SHORNCLIFFE,2
Other Animal,Nuisance Animal,SOUTH BRISBANE,10
Other Animal,Nuisance Animal,SPRING HILL,1
Other Animal,Nuisance Animal,ST LUCIA,4
Other Animal,Nuisance Animal,STAFFORD,5
Other Animal,Nuisance Animal,STAFFORD HEIGHTS,4
Other Animal,Nuisance Animal,STRETTON,4
Other Animal,Nuisance Animal,SUMNER,2
Other Animal,Nuisance Animal,SUNNYBANK,14
Other Animal,Nuisance Animal,SUNNYBANK HILLS,21
Other Animal,Nuisance Animal,TAIGUM,12
Other Animal,Nuisance Animal,TARINGA,3
Other Animal,Nuisance Animal,TARRAGINDI,4
Other Animal,Nuisance Animal,TENERIFFE,2
Other Animal,Nuisance Animal,THE GAP,10
Other Animal,Nuisance Animal,TINGALPA,6
Other Animal,Nuisance Animal,TOOWONG,2
Other Animal,Nuisance Animal,UPPER KEDRON,1
Other Animal,Nuisance Animal,UPPER MOUNT GRAVATT,6
Other Animal,Nuisance Animal,VIRGINIA,6
Other Animal,Nuisance Animal,WAKERLEY,3
Other Animal,Nuisance Animal,WAVELL HEIGHTS,4
Other Animal,Nuisance Animal,WEST END,5
Other Animal,Nuisance Animal,WESTLAKE,7
Other Animal,Nuisance Animal,WILLAWONG,1
Other Animal,Nuisance Animal,WILSTON,1
Other Animal,Nuisance Animal,WINDSOR,17
Other Animal,Nuisance Animal,WISHART,7
Other Animal,Nuisance Animal,WOOLLOONGABBA,1
Other Animal,Nuisance Animal,WOOLOOWIN,1
Other Animal,Nuisance Animal,WYNNUM,11
Other Animal,Nuisance Animal,WYNNUM WEST,12
Other Animal,Nuisance Animal,YEERONGPILLY,1
Other Animal,Nuisance Animal,YERONGA,6
Other Animal,Nuisance Animal,ZILLMERE,5
Other Animal,Odour,ACACIA RIDGE,4
Other Animal,Odour,ANSTEAD,1
Other Animal,Odour,ASCOT,2
Other Animal,Odour,ASPLEY,2
Other Animal,Odour,BALD HILLS,2
Other Animal,Odour,BANYO,3
Other Animal,Odour,BARDON,3
Other Animal,Odour,BELLBOWRIE,1
Other Animal,Odour,BELMONT,1
Other Animal,Odour,BOONDALL,1
Other Animal,Odour,BRACKEN RIDGE,1
Other Animal,Odour,BRIDGEMAN DOWNS,3
Other Animal,Odour,BRIGHTON,2
Other Animal,Odour,BULIMBA,1
Other Animal,Odour,BURBANK,1
Other Animal,Odour,CAMP HILL,4
Other Animal,Odour,CANNON HILL,1
Other Animal,Odour,CARINA,2
Other Animal,Odour,CARINDALE,1
Other Animal,Odour,CARSELDINE,1
Other Animal,Odour,CHANDLER,1
Other Animal,Odour,CHERMSIDE,2
Other Animal,Odour,CHERMSIDE WEST,1
Other Animal,Odour,CLAYFIELD,1
Other Animal,Odour,COOPERS PLAINS,1
Other Animal,Odour,COORPAROO,2
Other Animal,Odour,DARRA,2
Other Animal,Odour,DEAGON,6
Other Animal,Odour,DOOLANDELLA,1
Other Animal,Odour,DURACK,1
Other Animal,Odour,EAST BRISBANE,5
Other Animal,Odour,EIGHT MILE PLAINS,4
Other Animal,Odour,ELLEN GROVE,5
Other Animal,Odour,EVERTON PARK,4
Other Animal,Odour,FAIRFIELD,1
Other Animal,Odour,FERNY GROVE,2
Other Animal,Odour,FITZGIBBON,1
Other Animal,Odour,FOREST LAKE,4
Other Animal,Odour,GRACEVILLE,2
Other Animal,Odour,GUMDALE,1
Other Animal,Odour,HAWTHORNE,1
Other Animal,Odour,HEATHWOOD,1
Other Animal,Odour,HEMMANT,1
Other Animal,Odour,HENDRA,4
Other Animal,Odour,HIGHGATE HILL,1
Other Animal,Odour,HOLLAND PARK,5
Other Animal,Odour,INALA,10
Other Animal,Odour,INDOOROOPILLY,3
Other Animal,Odour,JAMBOREE HEIGHTS,1
Other Animal,Odour,JINDALEE,1
Other Animal,Odour,KANGAROO POINT,1
Other Animal,Odour,KARANA DOWNS,2
Other Animal,Odour,KELVIN GROVE,2
Other Animal,Odour,KENMORE,1
Other Animal,Odour,KEPERRA,1
Other Animal,Odour,KURABY,3
Other Animal,Odour,LUTWYCHE,1
Other Animal,Odour,MACGREGOR,2
Other Animal,Odour,MANLY WEST,2
Other Animal,Odour,MCDOWALL,1
Other Animal,Odour,MITCHELTON,1
Other Animal,Odour,MOGGILL,3
Other Animal,Odour,MOOROOKA,3
Other Animal,Odour,MORNINGSIDE,1
Other Animal,Odour,MOUNT CROSBY,2
Other Animal,Odour,MOUNT GRAVATT EAST,3
Other Animal,Odour,NEW FARM,2
Other Animal,Odour,NORMAN PARK,1
Other Animal,Odour,NUNDAH,2
Other Animal,Odour,OXLEY,3
Other Animal,Odour,PADDINGTON,1
Other Animal,Odour,PARKINSON,1
Other Animal,Odour,PETRIE TERRACE,1
Other Animal,Odour,PULLENVALE,3
Other Animal,Odour,RED HILL,1
Other Animal,Odour,RICHLANDS,1
Other Animal,Odour,RIVERHILLS,1
Other Animal,Odour,ROBERTSON,1
Other Animal,Odour,ROCHEDALE,1
Other Animal,Odour,RUNCORN,5
Other Animal,Odour,SHERWOOD,4
Other Animal,Odour,SINNAMON PARK,1
Other Animal,Odour,ST LUCIA,1
Other Animal,Odour,STAFFORD,1
Other Animal,Odour,STAFFORD HEIGHTS,4
Other Animal,Odour,STRETTON,2
Other Animal,Odour,SUMNER,1
Other Animal,Odour,SUNNYBANK,3
Other Animal,Odour,SUNNYBANK HILLS,2
Other Animal,Odour,TAIGUM,2
Other Animal,Odour,TARRAGINDI,2
Other Animal,Odour,TENNYSON,1
Other Animal,Odour,TINGALPA,1
Other Animal,Odour,UPPER BROOKFIELD,1
Other Animal,Odour,UPPER MOUNT GRAVATT,4
Other Animal,Odour,WAKERLEY,2
Other Animal,Odour,WAVELL HEIGHTS,2
Other Animal,Odour,WESTLAKE,5
Other Animal,Odour,WINDSOR,3
Other Animal,Odour,WOOLLOONGABBA,2
Other Animal,Odour,WYNNUM,1
Other Animal,Odour,WYNNUM WEST,2
Other Animal,Odour,YERONGA,1
Other Animal,Odour,ZILLMERE,3
Other Animal,Pest / Feral Animal,ACACIA RIDGE,5
Other Animal,Pest / Feral Animal,ALGESTER,2
Other Animal,Pest / Feral Animal,ANNERLEY,4
Other Animal,Pest / Feral Animal,ARCHERFIELD,2
Other Animal,Pest / Feral Animal,ASPLEY,1
Other Animal,Pest / Feral Animal,AUCHENFLOWER,1
Other Animal,Pest / Feral Animal,BALD HILLS,1
Other Animal,Pest / Feral Animal,BANYO,1
Other Animal,Pest / Feral Animal,BARDON,1
Other Animal,Pest / Feral Animal,BELMONT,1
Other Animal,Pest / Feral Animal,BOONDALL,4
Other Animal,Pest / Feral Animal,BRACKEN RIDGE,2
Other Animal,Pest / Feral Animal,BRIDGEMAN DOWNS,1
Other Animal,Pest / Feral Animal,BRIGHTON,1
Other Animal,Pest / Feral Animal,BRISBANE AIRPORT,5
Other Animal,Pest / Feral Animal,BRISBANE CITY,5
Other Animal,Pest / Feral Animal,BROOKFIELD,2
Other Animal,Pest / Feral Animal,BULIMBA,1
Other Animal,Pest / Feral Animal,CALAMVALE,6
Other Animal,Pest / Feral Animal,CANNON HILL,1
Other Animal,Pest / Feral Animal,CARINA,1
Other Animal,Pest / Feral Animal,CARINA HEIGHTS,3
Other Animal,Pest / Feral Animal,CARINDALE,4
Other Animal,Pest / Feral Animal,CHANDLER,2
Other Animal,Pest / Feral Animal,CHAPEL HILL,2
Other Animal,Pest / Feral Animal,CHERMSIDE,1
Other Animal,Pest / Feral Animal,CHERMSIDE WEST,2
Other Animal,Pest / Feral Animal,CLAYFIELD,2
Other Animal,Pest / Feral Animal,COOPERS PLAINS,2
Other Animal,Pest / Feral Animal,COORPAROO,4
Other Animal,Pest / Feral Animal,CORINDA,1
Other Animal,Pest / Feral Animal,DEAGON,1
Other Animal,Pest / Feral Animal,DOOLANDELLA,3
Other Animal,Pest / Feral Animal,DURACK,3
Other Animal,Pest / Feral Animal,EAGLE FARM,1
Other Animal,Pest / Feral Animal,ELLEN GROVE,2
Other Animal,Pest / Feral Animal,EVERTON PARK,2
Other Animal,Pest / Feral Animal,FAIRFIELD,1
Other Animal,Pest / Feral Animal,FIG TREE POCKET,2
Other Animal,Pest / Feral Animal,FOREST LAKE,5
Other Animal,Pest / Feral Animal,FORTITUDE VALLEY,4
Other Animal,Pest / Feral Animal,GRANGE,1
Other Animal,Pest / Feral Animal,HAMILTON,4
Other Animal,Pest / Feral Animal,HENDRA,2
Other Animal,Pest / Feral Animal,HERSTON,1
Other Animal,Pest / Feral Animal,HIGHGATE HILL,1
Other Animal,Pest / Feral Animal,HOLLAND PARK,4
Other Animal,Pest / Feral Animal,INALA,12
Other Animal,Pest / Feral Animal,JAMBOREE HEIGHTS,1
Other Animal,Pest / Feral Animal,KALINGA,1
Other Animal,Pest / Feral Animal,KENMORE,3
Other Animal,Pest / Feral Animal,KENMORE HILLS,1
Other Animal,Pest / Feral Animal,KEPERRA,3
Other Animal,Pest / Feral Animal,KHOLO,2
Other Animal,Pest / Feral Animal,KURABY,1
Other Animal,Pest / Feral Animal,LYTTON,1
Other Animal,Pest / Feral Animal,MACGREGOR,1
Other Animal,Pest / Feral Animal,MACKENZIE,1
Other Animal,Pest / Feral Animal,MANLY,1
Other Animal,Pest / Feral Animal,MANLY WEST,1
Other Animal,Pest / Feral Animal,MANSFIELD,1
Other Animal,Pest / Feral Animal,MITCHELTON,2
Other Animal,Pest / Feral Animal,MOGGILL,1
Other Animal,Pest / Feral Animal,MORNINGSIDE,1
Other Animal,Pest / Feral Animal,MOUNT GRAVATT,1
Other Animal,Pest / Feral Animal,MOUNT GRAVATT EAST,2
Other Animal,Pest / Feral Animal,MOUNT OMMANEY,1
Other Animal,Pest / Feral Animal,MURARRIE,8
Other Animal,Pest / Feral Animal,"NATHAN",1
Other Animal,Pest / Feral Animal,NEW FARM,1
Other Animal,Pest / Feral Animal,NUDGEE,1
Other Animal,Pest / Feral Animal,NUDGEE BEACH,2
Other Animal,Pest / Feral Animal,NUNDAH,1
Other Animal,Pest / Feral Animal,OXLEY,5
Other Animal,Pest / Feral Animal,PADDINGTON,2
Other Animal,Pest / Feral Animal,PALLARA,1
Other Animal,Pest / Feral Animal,PARKINSON,3
Other Animal,Pest / Feral Animal,PINJARRA HILLS,2
Other Animal,Pest / Feral Animal,PINKENBA,2
Other Animal,Pest / Feral Animal,PULLENVALE,2
Other Animal,Pest / Feral Animal,RED HILL,3
Other Animal,Pest / Feral Animal,RICHLANDS,4
Other Animal,Pest / Feral Animal,ROCHEDALE,1
Other Animal,Pest / Feral Animal,RUNCORN,2
Other Animal,Pest / Feral Animal,SALISBURY,1
Other Animal,Pest / Feral Animal,SANDGATE,2
Other Animal,Pest / Feral Animal,SEVEN HILLS,1
Other Animal,Pest / Feral Animal,SHERWOOD,1
Other Animal,Pest / Feral Animal,SHORNCLIFFE,1
Other Animal,Pest / Feral Animal,SINNAMON PARK,2
Other Animal,Pest / Feral Animal,STAFFORD,3
Other Animal,Pest / Feral Animal,STAFFORD HEIGHTS,1
Other Animal,Pest / Feral Animal,SUNNYBANK,3
Other Animal,Pest / Feral Animal,SUNNYBANK HILLS,3
Other Animal,Pest / Feral Animal,TAIGUM,2
Other Animal,Pest / Feral Animal,TARRAGINDI,1
Other Animal,Pest / Feral Animal,THE GAP,4
Other Animal,Pest / Feral Animal,UPPER BROOKFIELD,1
Other Animal,Pest / Feral Animal,UPPER KEDRON,7
Other Animal,Pest / Feral Animal,VIRGINIA,1
Other Animal,Pest / Feral Animal,WAKERLEY,3
Other Animal,Pest / Feral Animal,WAVELL HEIGHTS,1
Other Animal,Pest / Feral Animal,WESTLAKE,2
Other Animal,Pest / Feral Animal,WILLAWONG,1
Other Animal,Pest / Feral Animal,WINDSOR,2
Other Animal,Pest / Feral Animal,WOOLLOONGABBA,4
Other Animal,Pest / Feral Animal,WOOLOOWIN,1
Other Animal,Pest / Feral Animal,WYNNUM,2
Other Animal,Pest / Feral Animal,WYNNUM WEST,4
Other Animal,Pest / Feral Animal,ZILLMERE,2
Other Animal,Pest / Feral Animal,NA,1
Other Animal,Rabbit,ALBION,1
Other Animal,Rabbit,ANNERLEY,2
Other Animal,Rabbit,ASPLEY,1
Other Animal,Rabbit,BALD HILLS,1
Other Animal,Rabbit,BALMORAL,3
Other Animal,Rabbit,BANYO,3
Other Animal,Rabbit,BELMONT,1
Other Animal,Rabbit,BRACKEN RIDGE,1
Other Animal,Rabbit,BRISBANE AIRPORT,2
Other Animal,Rabbit,BROOKFIELD,1
Other Animal,Rabbit,BURBANK,1
Other Animal,Rabbit,CALAMVALE,1
Other Animal,Rabbit,CAMP HILL,1
Other Animal,Rabbit,CARINDALE,4
Other Animal,Rabbit,CHANDLER,1
Other Animal,Rabbit,CHERMSIDE WEST,1
Other Animal,Rabbit,COORPAROO,1
Other Animal,Rabbit,DOOLANDELLA,1
Other Animal,Rabbit,EAGLE FARM,2
Other Animal,Rabbit,FERNY GROVE,1
Other Animal,Rabbit,FIG TREE POCKET,2
Other Animal,Rabbit,FOREST LAKE,2
Other Animal,Rabbit,GAYTHORNE,2
Other Animal,Rabbit,GUMDALE,11
Other Animal,Rabbit,HAMILTON,1
Other Animal,Rabbit,HERSTON,1
Other Animal,Rabbit,HIGHGATE HILL,1
Other Animal,Rabbit,HOLLAND PARK,1
Other Animal,Rabbit,INALA,2
Other Animal,Rabbit,INDOOROOPILLY,1
Other Animal,Rabbit,KARAWATHA,2
Other Animal,Rabbit,KEDRON,1
Other Animal,Rabbit,KENMORE,1
Other Animal,Rabbit,KENMORE HILLS,1
Other Animal,Rabbit,KEPERRA,2
Other Animal,Rabbit,KHOLO,1
Other Animal,Rabbit,KURABY,1
Other Animal,Rabbit,LYTTON,2
Other Animal,Rabbit,MANLY WEST,1
Other Animal,Rabbit,MOGGILL,1
Other Animal,Rabbit,MOUNT CROSBY,1
Other Animal,Rabbit,MOUNT OMMANEY,3
Other Animal,Rabbit,MURARRIE,8
Other Animal,Rabbit,NUNDAH,1
Other Animal,Rabbit,OXLEY,5
Other Animal,Rabbit,PARKINSON,1
Other Animal,Rabbit,PINKENBA,1
Other Animal,Rabbit,PORT OF BRISBANE,1
Other Animal,Rabbit,RED HILL,30
Other Animal,Rabbit,RICHLANDS,8
Other Animal,Rabbit,ROCHEDALE,1
Other Animal,Rabbit,SANDGATE,1
Other Animal,Rabbit,SEVEN HILLS,1
Other Animal,Rabbit,SEVENTEEN MILE ROCKS,1
Other Animal,Rabbit,SHORNCLIFFE,3
Other Animal,Rabbit,SOUTH BRISBANE,1
Other Animal,Rabbit,ST LUCIA,1
Other Animal,Rabbit,TINGALPA,2
Other Animal,Rabbit,UPPER KEDRON,3
Other Animal,Rabbit,VIRGINIA,1
Other Animal,Rabbit,WILLAWONG,1
Other Animal,Rabbit,WINDSOR,1
Other Animal,Rabbit,WYNNUM,1
Other Animal,Rabbit,WYNNUM WEST,4
Other Animal,Rabbit,ZILLMERE,1
Other Animal,Too Many Animals,ACACIA RIDGE,5
Other Animal,Too Many Animals,AUCHENFLOWER,1
Other Animal,Too Many Animals,BALMORAL,1
Other Animal,Too Many Animals,BARDON,4
Other Animal,Too Many Animals,BOWEN HILLS,2
Other Animal,Too Many Animals,BRACKEN RIDGE,1
Other Animal,Too Many Animals,BULIMBA,1
